iter	Passed	Remaining
398	314867	474273
399	315640	473461
400	316423	472663
401	317195	471848
402	317992	471070
403	318757	470246
404	319541	469449
405	320304	468623
406	321093	467833
407	321857	467009
408	322647	466221
409	323429	465423
410	324244	464672
411	325102	463981
412	325868	463158
413	326658	462372
414	327446	461581
415	328217	460766
416	328994	459960
417	329771	459156
418	330551	458354
419	331356	457588
420	332141	456792
421	332905	455970
422	333694	455181
423	334571	454511
424	335405	453783
425	336177	452972
426	336945	452153
427	337956	451662
428	338733	450854
429	339527	450071
430	340321	449287
431	341106	448491
432	341893	447699
433	342679	446904
434	343469	446115
435	344233	445293
436	345067	444560
437	345875	443794
438	346659	442997
439	347423	442175
440	348209	441381
441	348971	440556
442	349762	439769
443	350529	438951
444	351293	438130
445	352092	437352
446	352872	436550
447	353634	435728
448	354434	434952
449	355216	434154
450	356063	433433
451	356840	432629
452	357599	431803
453	358364	430984
454	359140	430179
455	359902	429357
456	360661	428532
457	361466	427761
458	362282	427003
459	363043	426182
460	363811	425367
461	364643	424628
462	365442	423850
463	366267	423101
464	367035	422288
465	367837	421513
466	368615	420711
467	369379	419893
468	370155	419089
469	370915	418266
470	371910	417708
471	372713	416934
472	373479	416117
473	374267	415326
474	375076	414558
475	375856	413758
476	376639	412960
477	377442	412186
478	378210	411372
479	378970	410551
480	379744	409744
481	380509	408929
482	381269	408108
483	382040	407299
484	382828	406508
485	383591	405691
486	384395	404917
487	385240	404186
488	386054	403422
489	386868	402658
490	387664	401876
491	388444	401076
492	389210	400262
493	389972	399445
494	390764	398659
495	391598	397914
496	392374	397111
497	393154	396312
498	393923	395502
499	394734	394734
500	395496	393917
501	396256	393099
502	397047	392311
503	397813	391498
504	398579	390686
505	399337	389867
506	400142	389092
507	400903	388276
508	401664	387459
509	402443	386661
510	403214	385854
511	403994	385057
512	404799	384283
513	405794	383688
514	406601	382915
515	407392	382127
516	408167	381324
517	409005	380580
518	409780	379777
519	410579	378996
520	411381	378218
521	412174	377432
522	412937	376618
523	413701	375805
524	414726	375228
525	415519	374441
526	416343	373682
527	417193	372946
528	418051	372215
529	418870	371451
530	419710	370704
531	420535	369944
532	421415	369232
533	422263	368492
534	423099	367740
535	423947	366999
536	424865	366317
537	425693	365558
538	426453	364740
539	427242	363947
540	428028	363151
541	428829	362368
542	429589	361551
543	430368	360750
544	431246	360031
545	432140	359325
546	432953	358551
547	433724	357743
548	434520	356956
549	435357	356201
550	436143	355405
551	436925	354606
552	437683	353787
553	438457	352982
554	439412	352321
555	440216	351540
556	440977	350723
557	441763	349927
558	442567	349145
559	443342	348340
560	444130	347546
561	444963	346786
562	445848	346066
563	446622	345261
564	447380	344443
565	448138	343625
566	448917	342823
567	449672	342004
568	450449	341201
569	451270	340431
570	452037	339621
571	452797	338806
572	453587	338013
573	454364	337211
574	455167	336427
575	455948	335628
576	456765	334856
577	457533	334046
578	458292	333231
579	459100	332452
580	459895	331663
581	460665	330856
582	461425	330041
583	462192	329232
584	462959	328424
585	463724	327614
586	464524	326828
587	465340	326054
588	466140	325269
589	466956	324495
590	467732	323692
591	468511	322893
592	469286	322090
593	470152	321350
594	471023	320612
595	471909	319885
596	472817	319171
597	473938	318600
598	474741	317815
599	475502	317001
600	476279	316198
601	477053	315394
602	477837	314596
603	478619	313797
604	479403	312999
605	480179	312195
606	481019	311434
607	481788	310626
608	482556	309818
609	483322	309009
610	484125	308223
611	484945	307449
612	485767	306675
613	486527	305862
614	487285	305048
615	488057	304243
616	488822	303434
617	489582	302622
618	490338	301807
619	491115	301006
620	491906	300213
621	492672	299405
622	493445	298602
623	494222	297800
624	495088	297053
625	495851	296243
626	496613	295433
627	497379	294626
628	498166	293830
629	498925	293019
630	499696	292215
631	500459	291406
632	501225	290600
633	501996	289795
634	502773	288995
635	503527	288182
636	504297	287378
637	505172	286634
638	505957	285838
639	506711	285025
640	507699	284343
641	508492	283552
642	509261	282747
643	510018	281935
644	510827	281153
645	511599	280350
646	512365	279544
647	513131	278738
648	513907	277937
649	514739	277167
650	515550	276385
651	516332	275588
652	517096	274781
653	517854	273972
654	518612	273162
655	519367	272351
656	520132	271545
657	520895	270738
658	521649	269928
659	522414	269122
660	523178	268316
661	523973	267527
662	524767	266736
663	525536	265934
664	526363	265160
665	527126	264354
666	527877	263542
667	528688	262761
668	529444	261952
669	530202	261144
670	530958	260335
671	531717	259528
672	532480	258724
673	533266	257929
674	534029	257125
675	535080	256458
676	535854	255659
677	536674	254880
678	537513	254111
679	538350	253341
680	539192	252573
681	540016	251796
682	540870	251033
683	541921	250361
684	542747	249584
685	543578	248810
686	544407	248034
687	545259	247269
688	546123	246508
689	546961	245736
690	547784	244957
691	548603	244176
692	549384	243378
693	550209	242599
694	551022	241815
695	551787	241010
696	552542	240201
697	553298	239392
698	554073	238592
699	554840	237788
700	555627	236993
701	556490	236231
702	557257	235427
703	558020	234622
704	558773	233812
705	559537	233008
706	560351	232224
707	561200	231455
708	562044	230683
709	562880	229908
710	563729	229138
711	564574	228367
712	565378	227578
713	566153	226778
714	566947	225986
715	567699	225176
716	568467	224374
717	569229	223569
718	570003	222769
719	570800	221977
720	571567	221175
721	572345	220376
722	573110	219573
723	573865	218766
724	574623	217960
725	575677	217266
726	576437	216461
727	577259	215679
728	578048	214885
729	578807	214079
730	579566	213274
731	580332	212471
732	581100	211669
733	581879	210871
734	582638	210067
735	583395	209261
736	584161	208459
737	584916	207653
738	585750	206875
739	586506	206069
740	587266	205266
741	588077	204479
742	588840	203676
743	589591	202870
744	590346	202064
745	591125	201267
746	591899	200469
747	592663	199667
748	593425	198864
749	594191	198063
750	594950	197260
751	595763	196475
752	596520	195671
753	597283	194869
754	598104	194086
755	598895	193294
756	599646	192488
757	600407	191686
758	601223	190902
759	601984	190100
760	602736	189295
761	603490	188491
762	604248	187689
763	605001	186885
764	605800	186095
765	606573	185297
766	607326	184494
767	608092	183694
768	609095	182966
769	609873	182170
770	610628	181367
771	611391	180566
772	612172	179771
773	612948	178974
774	613713	178174
775	614491	177379
776	615289	176588
777	616053	175789
778	616820	174990
779	617594	174193
780	618378	173399
781	619142	172599
782	619897	171797
783	620666	170999
784	621419	170197
785	622188	169400
786	622955	168601
787	623707	167799
788	624525	167015
789	625337	166228
790	626107	165431
791	626859	164629
792	627623	163831
793	628438	163045
794	629214	162250
795	629966	161448
796	630769	160660
797	631552	159866
798	632304	159065
799	633070	158267
800	633822	157466
801	634591	156669
802	635395	155881
803	636177	155088
804	636939	154289
805	637691	153488
806	638456	152691
807	639275	151907
808	640056	151113
809	640833	150319
810	641620	149526
811	642379	148728
812	643320	147971
813	644131	147184
814	644935	146396
815	645725	145604
816	646501	144810
817	647262	144011
818	648067	143223
819	648829	142426
820	649657	141642
821	650440	140849
822	651226	140057
823	651977	139257
824	652750	138462
825	653523	137667
826	654278	136868
827	655335	136132
828	656129	135341
829	656906	134547
830	657720	133760
831	658564	132979
832	659400	132196
833	660213	131409
834	661117	130639
835	661960	129858
836	662796	129075
837	663609	128287
838	664439	127502
839	665317	126727
840	666204	125953
841	666989	125159
842	667764	124364
843	668536	123568
844	669290	122769
845	670071	121975
846	670862	121183
847	671641	120388
848	672399	119590
849	673164	118793
850	673922	117995
851	674713	117203
852	675524	116415
853	676371	115632
854	677357	114873
855	678115	114075
856	678884	113279
857	679647	112482
858	680431	111688
859	681184	110890
860	681959	110095
861	682729	109300
862	683526	108508
863	684331	107718
864	685095	106922
865	685910	106133
866	686754	105349
867	687517	104553
868	688275	103756
869	689036	102959
870	689791	102161
871	690598	101372
872	691353	100574
873	692119	99779
874	692883	98983
875	693637	98186
876	694392	97389
877	695166	96594
878	695963	95803
879	696723	95007
880	697545	94220
881	698302	93423
882	699065	92628
883	699824	91832
884	700614	91040
885	701390	90246
886	702153	89451
887	702909	88655
888	703670	87859
889	704459	87067
890	705249	86276
891	706032	85483
892	706790	84688
893	707638	83903
894	708408	83109
895	709163	82313
896	709929	81519
897	710834	80740
898	711670	79954
899	712424	79158
900	713194	78364
901	713972	77571
902	714765	76779
903	715601	75993
904	716373	75199
905	717144	74405
906	717952	73615
907	718734	72823
908	719534	72032
909	720295	71238
910	721095	70447
911	721874	69654
912	722639	68860
913	723400	68066
914	724177	67273
915	724934	66478
916	725738	65688
917	726538	64897
918	727308	64104
919	728084	63311
920	728930	62524
921	729702	61731
922	730473	60938
923	731242	60145
924	732001	59351
925	732781	58559
926	733551	57766
927	734312	56972
928	735073	56178
929	735893	55389
930	736655	54596
931	737414	53802
932	738204	53011
933	739029	52222
934	739796	51429
935	740572	50637
936	741346	49845
937	742103	49051
938	742862	48258
939	743619	47465
940	744515	46680
941	745407	45895
942	746177	45102
943	746958	44311
944	747717	43517
945	748490	42725
946	749283	41934
947	750068	41142
948	750878	40352
949	751648	39560
950	752425	38768
951	753201	37976
952	753974	37184
953	754736	36391
954	755548	35601
955	756342	34810
956	757113	34018
957	757887	33226
958	758676	32435
959	759440	31643
960	760296	30854
961	761078	30063
962	761874	29272
963	762654	28480
964	763426	27689
965	764209	26897
966	764972	26105
967	765789	25315
968	766585	24524
969	767357	23732
970	768120	22940
971	768880	22148
972	769638	21356
973	770454	20566
974	771220	19774
975	771987	18983
976	772778	18192
977	773555	17401
978	774315	16609
979	775215	15820
980	776156	15032
981	776923	14240
982	777758	13450
983	778798	12663
984	779668	11873
985	780542	11082
986	781385	10291
987	782240	9500
988	783084	8709
989	783911	7918
990	784759	7126
991	785643	6335
992	786503	5544
993	787272	4752
994	788038	3959
995	788802	3167
996	789586	2375
997	790354	1583
998	791114	791
999	791881	0
