iter	Logloss
317	0.01617018914
318	0.01614404804
319	0.01612092186
320	0.01610645721
321	0.016026183
322	0.01601322251
323	0.01598605638
324	0.01597015307
325	0.01594911564
326	0.01573111105
327	0.01561424136
328	0.01545077634
329	0.01539059099
330	0.015371964
331	0.01524109703
332	0.01521343605
333	0.01519081761
334	0.01514537899
335	0.01498109881
336	0.01482883167
337	0.01481030979
338	0.0146502252
339	0.01457820027
340	0.01454770294
341	0.01453347351
342	0.01445172264
343	0.01433634848
344	0.0142305234
345	0.01409258061
346	0.01408068196
347	0.01391964302
348	0.01379570392
349	0.01378441246
350	0.0137706072
351	0.01375453757
352	0.01366916279
353	0.01363395958
354	0.01348026975
355	0.0133595883
356	0.01333218739
357	0.01332025841
358	0.01315768163
359	0.01314713621
360	0.0130491592
361	0.01303852459
362	0.01289035476
363	0.01284048971
364	0.01273749133
365	0.01271676299
366	0.01262777532
367	0.01248302432
368	0.0124001294
369	0.01237942177
370	0.01233808103
371	0.01232512782
372	0.01220052528
373	0.01218901719
374	0.01217983201
375	0.01211524688
376	0.01200714031
377	0.01197684484
378	0.01195451237
379	0.01179788573
380	0.01177658719
381	0.01176774969
382	0.01175534331
383	0.01160565189
384	0.01158169551
385	0.01155864794
386	0.01154955329
387	0.01139767462
388	0.01137496122
389	0.01136372632
390	0.01125742266
391	0.01116846015
392	0.01104179684
393	0.01102435159
394	0.01100999845
395	0.01098788301
396	0.01086473159
397	0.01077023865
398	0.0107626103
399	0.01074054302
400	0.01063240034
401	0.01061186537
402	0.01053989378
403	0.01053229289
404	0.01042230925
405	0.01041370852
406	0.01040639299
407	0.01039937589
408	0.0103281723
409	0.01031008663
410	0.01028234096
411	0.01020542973
412	0.01018460531
413	0.01005973557
414	0.01005306976
415	0.009972899688
416	0.009884515377
417	0.009878074982
418	0.009777934894
419	0.009768079261
420	0.009761649054
421	0.009708847492
422	0.009645635869
423	0.009639619541
424	0.009544979625
425	0.009535352804
426	0.009525695937
427	0.009437226697
428	0.009341126317
429	0.009242784704
430	0.00919147897
431	0.00918216622
432	0.009176520794
433	0.009152894933
434	0.009145945188
435	0.009140326833
436	0.009124795875
437	0.009060829184
438	0.009016801042
439	0.009006459303
440	0.008969041175
441	0.008957922327
442	0.008913812989
443	0.008906570526
444	0.008899350988
445	0.008792806529
446	0.00870494495
447	0.008688901533
448	0.008595597101
449	0.008585850944
450	0.008571603011
451	0.008498356793
452	0.00849328327
453	0.00848536666
454	0.00841460575
455	0.008395386188
456	0.008382362507
457	0.008377418695
458	0.008333606761
459	0.008328781722
460	0.008295477599
461	0.008237113431
462	0.008184757712
463	0.008088923306
464	0.008082368409
465	0.00801533255
466	0.007998313973
467	0.007993855722
468	0.007913248048
469	0.007906927694
470	0.007901612598
471	0.007831324729
472	0.007816809566
473	0.007759221363
474	0.007753283769
475	0.007698962066
476	0.007635113075
477	0.007624183293
478	0.007604562895
479	0.007598764851
480	0.007569782523
481	0.007531122505
482	0.007527122939
483	0.007520779738
484	0.00745525204
485	0.007446674384
486	0.007441163116
487	0.007396700874
488	0.007336387974
489	0.007330340688
490	0.007285857191
491	0.007272092205
492	0.00726597977
493	0.007259948375
494	0.007183033565
495	0.007150624812
496	0.007140744392
497	0.007057074325
498	0.007045847994
499	0.00704003871
500	0.00703355842
501	0.007029279371
502	0.00698997705
503	0.006974478668
504	0.0069461735
505	0.006942579688
506	0.006866495762
507	0.006860285849
508	0.006856901358
509	0.006851689787
510	0.00682544892
511	0.006766027383
512	0.006760069304
513	0.006754141119
514	0.006676486838
515	0.006614232414
516	0.006555917618
517	0.006549624472
518	0.006523013615
519	0.00647950978
520	0.006474774622
521	0.006470590406
522	0.006433233301
523	0.006427805867
524	0.006424295554
525	0.006374082733
526	0.006311973788
527	0.006299890066
528	0.006234676685
529	0.006229339944
530	0.006205448085
531	0.006196415995
532	0.006146601745
533	0.006088832927
534	0.006079498815
535	0.00604300613
536	0.006009632485
537	0.005965373078
538	0.005956466639
539	0.005899369454
540	0.005894614844
541	0.005836501669
542	0.005831562434
543	0.005780800594
544	0.00573240434
545	0.005691310994
546	0.005665285806
547	0.005661727041
548	0.005603901689
549	0.005573353013
550	0.005540179564
551	0.00548681879
552	0.005481780465
553	0.00547904943
554	0.005476366075
555	0.005473713185
556	0.005454877798
557	0.005405507156
558	0.005388664113
559	0.005376563439
560	0.00534587244
561	0.005320866432
562	0.005289565092
563	0.005263460516
564	0.005259847968
565	0.005255538726
566	0.005219559664
567	0.005215015603
568	0.005166606564
569	0.005121687963
570	0.005116839922
571	0.005113745885
572	0.005065269901
573	0.00505797093
574	0.005054940175
575	0.005051919882
576	0.005001189671
577	0.004997902968
578	0.004994966163
579	0.004992079489
580	0.004986244889
581	0.004949885653
582	0.004947584092
583	0.004944418015
584	0.004941303343
585	0.00493921866
586	0.004911163293
587	0.004879871241
588	0.00487783776
589	0.004856375825
590	0.004819242563
591	0.004774940707
592	0.004771995308
593	0.004769077105
594	0.004767038294
595	0.004764694891
596	0.004762445284
597	0.004736697987
598	0.004733291802
599	0.004731372848
600	0.004693276435
601	0.004686752968
602	0.004680006268
603	0.004654964169
604	0.004630573654
605	0.004626702913
606	0.004588373054
607	0.004573815794
608	0.004558791366
609	0.004536913309
610	0.004514630966
611	0.004505070384
612	0.004467065686
613	0.004465179512
614	0.004463354853
615	0.004437427305
616	0.004433850037
617	0.004416792197
618	0.004413730564
619	0.004377995885
620	0.004359686704
621	0.00432739357
622	0.004297876138
623	0.00429541251
624	0.004293208932
625	0.004291033602
626	0.004288083268
627	0.004286443444
628	0.004254377873
629	0.004251313715
630	0.004212445503
631	0.00421010049
632	0.00418217464
633	0.00417930953
634	0.004176110775
635	0.004170183638
636	0.004167307352
637	0.004165770193
638	0.004164003826
639	0.004161779318
640	0.004148749584
641	0.004119135221
642	0.004114464681
643	0.004107839439
644	0.004093645463
645	0.004065637848
646	0.004062895007
647	0.004060739793
648	0.004048851189
649	0.004025159799
650	0.004022552489
651	0.00402108265
652	0.004019189118
653	0.004017543948
654	0.003990643633
655	0.003989002676
656	0.003971518444
657	0.003969877139
658	0.003968248608
659	0.003966635177
660	0.00396480039
661	0.003937510463
662	0.0039352702
663	0.003933881486
664	0.003932322664
665	0.003908637073
666	0.003906841031
667	0.003883212376
668	0.003881589336
669	0.003880044976
670	0.003878296251
671	0.003876782349
672	0.003874398544
673	0.003848271357
674	0.003846982029
675	0.003845285714
676	0.003843605198
677	0.003820337757
678	0.003816642123
679	0.003794118715
680	0.003777778636
681	0.003759029483
682	0.003757728443
683	0.003756076464
684	0.003754797352
685	0.003753171885
686	0.003751562367
687	0.003749952782
688	0.00374047347
689	0.003732912834
690	0.003731300833
691	0.003729737681
692	0.003728157363
693	0.003709359806
694	0.003703125601
695	0.003701577132
696	0.003700040537
697	0.003698884338
698	0.003675443208
699	0.003669119552
700	0.00366756795
701	0.003645257542
702	0.00364371047
703	0.003642372434
704	0.003641227586
705	0.00361951378
706	0.003617996355
707	0.003616495
708	0.00359932481
709	0.003597798381
710	0.003577582061
711	0.003554288996
712	0.003533679387
713	0.003531792583
714	0.003530340783
715	0.003528890866
716	0.003527453625
717	0.003512434927
718	0.003510998602
719	0.003509585554
720	0.003489350717
721	0.003486643092
722	0.003476489389
723	0.003475083575
724	0.003473690597
725	0.003472315447
726	0.003470956316
727	0.003469597918
728	0.003449908321
729	0.003439045835
730	0.003437993782
731	0.003436951843
732	0.003435942053
733	0.003413643456
734	0.003412325847
735	0.0034111641
736	0.003409521783
737	0.003408207617
738	0.003399587027
739	0.003398567344
740	0.003396933684
741	0.003395801668
742	0.003383623928
743	0.003382354122
744	0.003380764381
745	0.003378376815
746	0.003369272279
747	0.003342247215
748	0.003340681228
749	0.003339741609
750	0.003338809475
751	0.003322974859
752	0.0033212442
753	0.003319508554
754	0.003303388512
755	0.003301847078
756	0.00330034596
757	0.003299424685
758	0.003283098255
759	0.003275393093
760	0.003273905068
761	0.003272433129
762	0.003270792698
763	0.003269877488
764	0.003248863708
765	0.003245156845
766	0.003242912409
767	0.003220198421
768	0.003217997422
769	0.003217068959
770	0.003216146872
771	0.003215240832
772	0.003214340957
773	0.003212895234
774	0.003211989252
775	0.003196763008
776	0.003195089795
777	0.003194203505
778	0.003181097048
779	0.003157699653
780	0.003146850453
781	0.003145966608
782	0.003144551871
783	0.003143001998
784	0.003141612262
785	0.003140232317
786	0.003116269738
787	0.003114531073
788	0.003103282623
789	0.003089682826
790	0.003088873434
791	0.003088009671
792	0.00308721574
793	0.00307296556
794	0.003071605788
795	0.00307025693
796	0.003068922523
797	0.003050903467
798	0.003048708971
799	0.003042497331
800	0.003040296924
801	0.003026289973
802	0.003013028399
803	0.003011968446
804	0.003007423923
805	0.003006382194
806	0.003005345289
807	0.003004320377
808	0.002990751868
809	0.002986681681
810	0.002981283474
811	0.002963398654
812	0.002960217969
813	0.002957121958
814	0.002946086224
815	0.002944766018
816	0.00292530596
817	0.002921102801
818	0.002903285844
819	0.002901246038
820	0.00289892993
821	0.002891160328
822	0.002871128056
823	0.00286917501
824	0.002859329189
825	0.002842331296
826	0.002841085296
827	0.002828247652
828	0.002823016994
829	0.002813504285
830	0.002804527138
831	0.002792828077
832	0.00278307344
833	0.002780626087
834	0.002759483185
835	0.002752138324
836	0.002737974467
837	0.002735689889
838	0.002729394589
839	0.002713886184
840	0.002701894479
841	0.002692505163
842	0.002685091503
843	0.002682845724
844	0.002681880112
845	0.002681024965
846	0.002665583855
847	0.002650456624
848	0.002649523839
849	0.002648289865
850	0.00264692311
851	0.002637034296
852	0.002622241848
853	0.00261331819
854	0.002598889113
855	0.002596379822
856	0.002595239732
857	0.002594336976
858	0.002593444519
859	0.002592561707
860	0.002591680615
861	0.002588194788
862	0.002568353531
863	0.002556066848
864	0.002539920521
865	0.002529632863
866	0.00252422916
867	0.002523262103
868	0.00252239509
869	0.002521251058
870	0.00252040068
871	0.002519556658
872	0.002518720707
873	0.002517969163
874	0.002517225994
875	0.002516241774
876	0.002515432757
877	0.002514454253
878	0.00251373707
879	0.002513035054
880	0.002511551443
881	0.002505217641
882	0.002504530191
883	0.002503655603
884	0.002489867516
885	0.002487441108
886	0.002486498736
887	0.002485836173
888	0.00247941213
889	0.002469762502
890	0.002456680252
891	0.002455809378
892	0.002454949963
893	0.002454097233
894	0.002441976968
895	0.002441002047
896	0.002440157806
897	0.002434790688
898	0.002433956759
899	0.002433123188
900	0.002432300458
901	0.002422621005
902	0.002421600386
903	0.002411136736
904	0.00239999744
905	0.002398760386
906	0.002387895321
907	0.002381416894
908	0.002372321739
909	0.002371380175
910	0.00237056864
911	0.002356751554
912	0.002352879397
913	0.002343841388
914	0.002341175559
915	0.002340370268
916	0.002330178316
917	0.002313572392
918	0.002312642862
919	0.002311677528
920	0.002310886052
921	0.002298514
922	0.002297406458
923	0.002296627703
924	0.0022958514
925	0.002284106395
926	0.002282118877
927	0.002277039217
928	0.002276371944
929	0.002275523689
930	0.00227487135
931	0.002274229018
932	0.002265971096
933	0.002252810273
934	0.002251352344
935	0.002250521971
936	0.00224969901
937	0.002249008476
938	0.002248326733
939	0.002247508778
940	0.002246839555
941	0.002246111039
942	0.002245392092
943	0.002244807877
944	0.002243933072
945	0.002239198611
946	0.002238620247
947	0.002238048222
948	0.002237421733
949	0.002236864269
950	0.002221955062
951	0.002218931038
952	0.002208689404
953	0.002207991702
954	0.002207377729
955	0.002206689911
956	0.002205919875
957	0.002201000802
958	0.002191263171
959	0.00219024241
960	0.002179572711
961	0.002172233919
962	0.002158684167
963	0.002157619961
964	0.00215439571
965	0.002146514188
966	0.002145422774
967	0.002144748284
968	0.002144082193
969	0.002143420658
970	0.002142690803
971	0.002142035929
972	0.002141384311
973	0.002140803611
974	0.002129721821
975	0.002127963316
976	0.002124914327
977	0.002115278647
978	0.002114545972
979	0.002113901868
980	0.002113326566
981	0.002112691703
982	0.002111994046
983	0.002100641659
984	0.002091455637
985	0.00208465165
986	0.002078903285
987	0.002077399154
988	0.002066388058
989	0.002065761613
990	0.002064544133
991	0.00206392837
992	0.002057275445
993	0.002056753147
994	0.002056244708
995	0.002055743494
996	0.002055248231
997	0.002054759647
998	0.002054278261
999	0.002053683073
